distance_km,ngo_members,expiry_hours_left,past_success_rate,allocation_score
13.97,44,32.5,0.66,0.7872
28.26,72,41.4,0.53,0.6802
3.75,10,2.7,0.24,0.5764
0.55,52,23.6,0.59,0.7672
1.89,31,15.6,0.53,0.7625
21.44,49,32.9,0.56,0.7456
76.81,57,32.0,0.43,0.5152
7.86,108,5.5,0.7,0.7687
20.74,18,8.9,0.18,0.5909
7.41,36,21.2,0.64,0.7673
65.17,60,26.4,0.82,0.6919
31.09,23,13.7,0.42,0.678
3.54,98,19.1,0.64,0.8985
10.99,37,38.7,0.42,0.6084
12.92,150,14.5,0.57,0.7927
4.0,107,32.8,0.87,0.9541
12.62,9,17.7,0.24,0.6279
6.09,17,46.7,0.64,0.7455
2.25,65,14.2,0.84,0.8287
40.01,43,23.2,0.91,0.7544
0.63,87,5.1,0.76,0.874
1.47,8,3.4,0.62,0.7107
15.92,15,10.2,0.52,0.6345
5.87,10,20.2,0.38,0.5572
8.07,31,11.0,0.42,0.7083
0.53,174,25.1,0.93,0.9221
0.67,103,47.3,0.84,0.8788
100.0,38,10.9,0.45,0.4232
11.53,34,40.1,0.6,0.8021
3.34,94,29.5,0.64,0.7281
6.48,79,36.4,0.82,0.9135
15.51,95,17.3,0.4,0.6755
35.59,81,38.5,0.58,0.6821
53.97,19,46.9,0.39,0.5488
9.6,13,34.5,0.34,0.5743
10.4,132,22.7,0.9,0.913
6.82,78,13.3,0.57,0.8057
6.67,59,12.5,0.77,0.831
3.72,27,28.6,0.54,0.7577
1.03,56,13.3,0.39,0.7175
11.71,31,19.5,0.35,0.7081
20.2,178,1.1,0.89,0.7995
19.54,98,29.9,0.32,0.7925
8.66,5,17.7,0.36,0.6377
16.44,46,3.2,0.37,0.5789
3.16,82,13.7,0.66,0.7912
60.61,17,13.6,0.57,0.5747
14.96,23,33.6,0.58,0.7117
14.42,18,44.3,0.5,0.6769
24.92,107,20.2,0.65,0.7056
31.75,13,1.4,0.36,0.4804
18.37,73,14.2,0.79,0.8085
4.61,53,36.7,0.66,0.8161
30.55,6,10.5,0.59,0.599
2.17,43,32.8,0.81,0.8265
5.6,86,45.6,0.56,0.7666
2.86,22,21.1,0.74,0.7861
5.23,86,19.5,0.9,0.839
4.66,78,23.6,0.56,0.7023
12.47,39,30.5,0.61,0.7292
36.21,69,46.8,0.74,0.7498
77.35,28,20.6,0.59,0.5558
19.88,74,21.6,0.68,0.7092
39.8,32,37.2,0.41,0.6286
59.96,30,19.7,0.39,0.5257
2.76,27,23.4,0.26,0.5758
16.85,9,6.4,0.38,0.602
6.17,59,11.1,0.72,0.7119
9.06,19,41.0,0.16,0.5717
44.36,45,19.1,0.76,0.7056
32.71,227,37.2,0.71,0.7496
9.8,9,7.9,0.29,0.6015
6.9,11,1.8,0.6,0.7111
7.52,70,36.3,0.9,0.8996
17.97,5,15.5,0.51,0.7574
16.22,42,45.1,0.58,0.7339
4.76,33,1.7,0.82,0.7338
0.53,111,11.9,0.8,0.8869
42.78,28,33.4,0.15,0.5469
40.36,5,5.0,0.6,0.5166
28.11,87,28.4,0.39,0.7302
40.38,5,44.5,0.5,0.5577
16.0,123,37.7,0.77,0.8606
26.34,40,18.3,0.31,0.677
8.39,35,22.2,0.45,0.7788
20.41,27,13.1,0.7,0.7777
40.12,88,9.6,0.57,0.6757
1.84,41,42.2,0.61,0.7075
16.26,10,28.8,0.48,0.6116
42.34,17,19.0,0.39,0.5461
22.51,32,3.6,0.44,0.619
15.37,7,38.8,0.51,0.6013
2.53,13,47.6,0.34,0.7443
59.03,11,10.0,0.51,0.5397
7.46,88,29.4,0.94,0.8268
64.96,7,3.7,0.61,0.4615
4.21,27,23.9,0.45,0.7111
19.45,77,20.8,0.56,0.7227
16.74,33,32.3,0.5,0.7052
22.18,20,5.4,0.67,0.5853
21.51,63,43.4,0.59,0.6917
59.36,90,7.8,0.74,0.5803
5.58,36,1.4,0.71,0.7138
12.31,9,4.0,0.74,0.6924
23.5,17,20.3,0.5,0.5888
56.27,56,28.5,0.76,0.6527
20.63,80,41.3,0.65,0.697
2.75,260,15.5,0.68,0.852
13.49,22,37.6,0.29,0.5455
6.23,40,4.9,0.47,0.7084
0.87,14,23.3,0.48,0.7282
26.23,82,8.3,0.72,0.7017
1.38,87,1.3,0.54,0.7838
12.77,106,38.5,0.63,0.8383
15.52,43,41.6,0.68,0.7143
23.1,54,16.1,0.69,0.8028
52.4,16,17.5,0.23,0.4726
61.82,54,34.7,0.49,0.5709
1.42,46,23.3,0.81,0.8995
11.56,40,36.7,0.47,0.8302
33.27,38,43.3,0.57,0.651
2.02,62,15.2,0.74,0.8444
31.69,105,22.7,0.9,0.7899
17.87,13,17.0,0.38,0.5658
1.86,53,24.9,0.74,0.8571
17.85,14,45.0,0.23,0.5734
80.94,61,38.0,0.75,0.5731
7.14,59,15.5,0.59,0.7638
19.92,78,16.2,0.75,0.7794
40.09,64,29.5,0.59,0.6961
4.38,67,12.6,0.41,0.7189
6.45,17,19.4,0.22,0.627
42.01,21,17.4,0.23,0.6316
3.04,26,12.4,0.66,0.7413
1.23,132,45.2,0.7,0.8227
21.01,74,25.8,0.27,0.6832
12.23,50,7.1,0.47,0.6418
63.65,167,18.2,0.62,0.6975
0.93,41,4.6,0.55,0.7918
3.02,12,4.8,0.53,0.741
13.27,40,16.8,0.53,0.7334
39.36,48,40.7,0.77,0.6651
59.15,30,46.7,0.5,0.5901
71.87,11,37.3,0.28,0.4229
29.33,9,39.0,0.72,0.6627
8.28,7,25.8,0.41,0.7593
38.72,15,39.4,0.38,0.6008
15.13,24,15.9,0.35,0.6908
5.64,87,6.9,0.47,0.7436
12.36,171,42.9,0.79,0.9192
43.58,9,47.8,0.4,0.4981
7.7,13,26.2,0.64,0.7362
6.85,12,28.1,0.25,0.6256
0.69,205,10.9,0.71,0.937
18.03,15,6.0,0.63,0.6652
9.65,101,11.8,0.85,0.8229
17.11,31,28.1,0.65,0.7421
30.49,40,18.7,0.82,0.8097
52.84,25,4.2,0.3,0.542
7.0,9,25.7,0.25,0.649
3.41,69,3.6,0.69,0.88
25.56,51,33.6,0.58,0.7047
13.48,30,44.8,0.37,0.6239
0.74,20,7.5,0.55,0.7257
80.37,101,4.3,0.87,0.6044
1.24,13,9.9,0.64,0.7858
23.63,50,14.6,0.56,0.7242
4.9,25,16.4,0.32,0.7239
16.73,35,17.2,0.83,0.764
14.99,173,38.6,0.83,0.9439
4.21,68,1.3,0.76,0.7846
44.67,35,21.8,0.53,0.6444
8.01,57,26.5,0.63,0.7799
7.41,45,46.2,0.67,0.809
49.99,139,26.7,0.87,0.7937
0.93,15,34.5,0.56,0.7501
31.38,59,27.9,0.66,0.6741
15.24,9,28.8,0.29,0.6566
45.49,8,44.6,0.32,0.5238
52.64,20,41.1,0.82,0.7028
63.53,9,10.4,0.47,0.4645
14.26,159,8.6,0.71,0.8765
5.13,29,47.8,0.17,0.6301
9.77,118,37.5,0.89,0.8475
53.53,125,20.8,0.89,0.807
58.36,32,12.3,0.61,0.6324
14.01,83,19.2,0.55,0.7947
22.97,13,29.1,0.32,0.5815
7.26,5,26.0,0.51,0.6738
13.05,21,24.8,0.33,0.6886
5.05,17,44.8,0.55,0.7924
22.68,106,8.6,0.66,0.8682
6.88,8,24.6,0.38,0.5998
41.17,14,30.0,0.65,0.5897
2.72,38,33.6,0.52,0.7149
15.24,43,44.1,0.54,0.7802
18.51,62,30.6,0.59,0.6793
27.88,26,31.1,0.36,0.6559
35.03,18,20.5,0.49,0.697
8.88,16,7.9,0.26,0.6169
16.64,61,33.4,0.72,0.7992
6.75,19,7.6,0.31,0.6173
50.67,76,11.6,0.59,0.5755
38.52,40,44.3,0.34,0.6086
30.4,31,3.1,0.69,0.668
7.34,10,3.5,0.28,0.6126
31.67,143,3.5,0.92,0.8076
33.4,13,16.1,0.29,0.6048
20.53,37,25.9,0.71,0.797
25.63,28,25.2,0.64,0.7355
15.83,36,44.8,0.72,0.7408
3.99,49,12.5,0.41,0.8161
10.04,16,25.4,0.16,0.7002
3.37,51,20.9,0.85,0.8929
23.09,153,23.8,0.92,0.8821
62.46,16,30.1,0.51,0.6204
42.14,49,34.6,0.54,0.6216
16.9,16,9.3,0.52,0.6734
43.28,33,30.2,0.61,0.6673
2.28,199,11.6,0.88,0.9116
3.25,15,9.1,0.73,0.835
1.78,32,4.7,0.78,0.823
2.27,11,3.3,0.21,0.6161
44.94,32,9.5,0.64,0.511
2.63,14,46.5,0.21,0.6438
33.39,183,47.1,0.91,0.8165
21.16,80,45.5,0.64,0.8032
1.57,75,10.8,0.69,0.8836
12.48,65,35.0,0.72,0.722
4.78,18,43.4,0.32,0.6339
23.24,15,32.9,0.43,0.6782
29.63,23,17.2,0.32,0.6358
70.3,72,34.4,0.51,0.5839
15.07,110,19.9,0.69,0.8003
15.4,24,14.8,0.53,0.6833
20.24,8,28.7,0.61,0.6356
13.56,69,22.1,0.71,0.8134
26.46,26,11.5,0.7,0.6251
49.25,6,38.8,0.62,0.5222
34.91,100,9.9,0.65,0.8142
6.86,102,2.5,0.86,0.9614
26.78,88,8.5,0.7,0.7113
3.58,13,43.2,0.29,0.7361
11.74,63,28.0,0.45,0.7011
37.01,51,22.6,0.51,0.7143
34.16,13,45.5,0.6,0.5721
53.91,99,38.3,0.73,0.7138
9.56,14,44.7,0.29,0.6589
40.02,122,13.7,0.88,0.7719
16.0,46,17.9,0.71,0.8894
100.0,9,31.6,0.56,0.4554
7.58,71,32.5,0.64,0.7608
53.47,23,25.7,0.82,0.7129
32.88,327,20.4,0.65,0.8165
0.71,110,25.3,0.82,0.9055
6.61,82,15.0,0.86,0.8643
46.41,11,28.5,0.38,0.4093
5.67,52,29.5,0.77,0.7601
3.25,21,8.5,0.32,0.759
22.78,227,3.2,0.78,0.7749
3.14,32,45.2,0.17,0.7473
15.02,113,37.8,0.87,0.8464
6.02,39,8.4,0.68,0.7836
8.4,33,44.9,0.64,0.73
8.77,11,22.6,0.49,0.6713
5.33,9,8.8,0.56,0.6656
3.3,27,44.2,0.27,0.7222
3.24,152,28.8,0.85,0.9822
5.93,6,17.1,0.76,0.8887
23.14,6,1.6,0.58,0.5945
2.13,48,2.2,0.68,0.7
21.76,44,12.7,0.94,0.8334
17.88,82,15.5,0.61,0.7773
29.3,6,22.6,0.15,0.5189
3.24,7,12.4,0.43,0.7351
15.27,33,37.9,0.73,0.8291
29.21,24,30.4,0.39,0.6339
11.67,103,38.0,0.96,0.8887
10.47,9,34.8,0.23,0.6414
77.24,236,24.8,0.81,0.6035
5.89,41,33.5,0.88,0.9365
14.24,57,29.6,0.61,0.7985
64.76,15,21.9,0.36,0.5272
23.02,106,34.3,0.92,0.8161
5.64,36,47.7,0.62,0.7858
63.02,12,39.9,0.65,0.5444
26.86,47,33.2,0.94,0.7475
34.12,175,10.2,0.9,0.7841
6.95,136,13.9,0.77,0.9142
22.13,9,21.4,0.56,0.6579
16.86,136,33.9,0.8,0.9054
16.95,26,14.4,0.5,0.7344
21.6,14,2.2,0.46,0.6071
5.84,66,35.4,0.47,0.7215
51.67,160,24.5,0.75,0.7819
10.94,170,10.3,0.63,0.8388
16.8,38,36.3,0.67,0.6763
38.91,20,16.1,0.43,0.5431
1.16,136,40.5,0.73,0.8755
11.91,63,12.2,0.44,0.8026
6.17,5,42.3,0.56,0.7323
6.83,41,15.5,0.69,0.7859
9.65,45,32.4,0.7,0.8385
52.52,196,35.3,0.73,0.7338
2.75,37,17.3,0.7,0.7348
55.26,88,45.9,0.51,0.7142
6.68,67,19.9,0.6,0.8188
8.84,8,9.9,0.5,0.6413
3.44,69,25.1,0.62,0.9136
17.63,21,39.2,0.69,0.6468
5.95,25,43.4,0.39,0.6654
36.42,78,7.8,0.46,0.6273
50.0,74,36.2,0.46,0.6574
8.52,58,39.5,0.59,0.7733
9.58,43,38.8,0.49,0.8631
0.87,155,27.6,0.61,0.7909
2.89,93,40.4,0.71,0.9568
6.19,17,35.0,0.56,0.7853
61.95,9,41.5,0.45,0.5185
26.97,65,40.2,0.55,0.7083
23.67,14,12.5,0.18,0.5906
17.09,11,18.9,0.1,0.5838
3.34,22,39.1,0.95,0.8052
14.92,63,19.5,0.68,0.7505
52.23,27,8.9,0.26,0.5558
16.06,36,22.0,0.51,0.7845
19.78,79,35.8,0.56,0.723
9.5,45,29.5,0.81,0.8234
20.94,38,1.0,0.47,0.5796
14.4,66,34.5,0.64,0.7825
22.76,41,11.0,0.78,0.7472
12.19,67,10.6,0.7,0.733
10.34,21,34.1,0.31,0.6553
1.88,104,42.1,0.84,0.8643
2.68,31,5.2,0.54,0.6688
4.38,9,6.9,0.62,0.7659
26.71,22,36.5,0.36,0.5189
11.65,68,11.1,0.91,0.7983
4.33,104,47.0,0.87,0.9582
22.47,39,13.1,0.77,0.7011
16.85,15,33.3,0.65,0.6606
21.52,105,42.9,0.83,0.8399
22.09,124,17.9,0.66,0.7836
2.14,115,37.4,0.95,1.0
5.04,84,25.4,0.55,0.8342
11.23,56,32.5,0.79,0.8415
18.32,43,34.1,0.55,0.735
5.28,139,47.3,0.73,0.8332
26.87,65,45.1,0.47,0.74
7.95,100,16.2,0.42,0.7821
10.06,45,40.9,0.64,0.7496
2.35,12,39.9,0.22,0.5974
4.49,178,34.9,0.97,0.9311
4.75,10,17.3,0.4,0.6189
46.76,36,8.2,0.78,0.6852
2.92,6,35.9,0.47,0.6844
4.85,55,32.2,0.66,0.8311
27.28,68,14.5,0.36,0.5903
21.72,53,13.4,0.8,0.8292
1.12,19,9.3,0.21,0.5551
3.25,50,14.3,0.52,0.739
5.14,27,42.3,0.29,0.7544
22.5,14,46.1,0.48,0.6599
23.85,59,30.2,0.63,0.7713
27.35,42,42.7,0.67,0.6917
23.11,25,41.3,0.27,0.6845
4.19,209,17.2,0.79,0.8668
6.64,7,42.5,0.47,0.7215
6.84,34,38.7,0.54,0.8771
19.7,24,25.2,0.38,0.6333
5.48,131,34.5,0.81,0.8785
3.63,80,10.5,0.85,0.8509
40.26,69,39.0,0.84,0.72
15.71,106,8.3,0.99,0.855
18.63,33,9.4,0.7,0.7621
1.81,101,46.2,0.89,0.9881
29.37,19,19.7,0.05,0.557
15.87,77,8.0,0.83,0.8229
10.68,36,40.9,0.79,0.8299
9.71,49,28.0,0.78,0.7347
8.58,19,32.5,0.18,0.6071
11.16,59,27.2,0.63,0.8283
5.75,5,48.0,0.69,0.7115
0.77,5,30.0,0.22,0.6029
6.39,19,23.0,0.62,0.7906
47.18,45,8.2,0.55,0.6445
19.6,36,24.6,0.62,0.7217
53.99,37,11.1,0.86,0.7058
12.14,70,11.3,0.79,0.8202
29.09,25,35.2,0.4,0.6592
2.13,44,18.2,0.75,0.8757
21.38,20,17.0,0.26,0.6288
34.13,25,33.6,0.49,0.578
7.82,67,4.9,0.52,0.7481
12.77,17,45.7,0.53,0.6899
1.88,26,18.7,0.74,0.8164
48.12,20,31.6,0.17,0.4374
35.49,53,40.1,0.8,0.7913
12.44,21,38.9,0.77,0.7725
5.24,26,2.9,0.16,0.739
6.44,63,25.1,0.49,0.7402
17.07,45,6.0,0.8,0.6933
16.53,8,32.6,0.49,0.6679
11.34,14,33.0,0.24,0.6994
36.36,27,3.0,0.49,0.561
2.98,17,24.8,0.23,0.6449
3.12,68,7.2,0.79,0.7679
90.92,34,35.8,0.54,0.4579
25.17,41,6.8,0.63,0.725
16.2,57,30.6,0.91,0.7157
3.98,17,47.5,0.29,0.7145
18.78,107,8.7,0.6,0.7606
8.83,22,11.2,0.38,0.6805
1.03,98,46.0,0.34,0.7461
55.57,22,5.2,0.08,0.3719
5.45,22,43.4,0.49,0.7006
0.83,51,31.4,0.8,0.9881
5.4,72,4.4,0.74,0.7318
22.67,13,42.7,0.33,0.6063
10.51,14,38.7,0.64,0.7631
13.75,60,6.8,0.7,0.8403
30.01,78,32.9,0.92,0.8119
38.94,47,47.3,0.78,0.7508
1.14,158,42.0,0.85,0.7937
10.61,11,41.6,0.24,0.6658
31.03,46,17.4,0.76,0.7725
26.18,58,46.6,0.72,0.7613
29.31,18,18.0,0.25,0.655
39.78,9,13.8,0.25,0.6121
33.07,77,20.0,0.4,0.6792
43.36,52,38.7,0.49,0.6784
27.55,37,32.2,0.79,0.7736
28.13,70,6.9,0.42,0.6164
16.79,16,20.4,0.23,0.705
68.97,30,11.1,0.31,0.4915
4.28,59,11.2,0.56,0.8339
44.47,20,29.4,0.66,0.6321
25.13,26,25.9,0.55,0.6345
75.6,13,3.1,0.35,0.3224
73.74,21,13.7,0.55,0.5387
100.0,96,46.8,0.84,0.6156
7.54,138,33.9,0.82,0.826
31.98,32,13.1,0.53,0.608
15.01,54,22.0,0.81,0.7908
66.73,111,15.6,0.96,0.7873
24.32,10,42.9,0.35,0.5793
7.94,29,23.8,0.64,0.7366
9.37,53,33.3,0.85,0.8092
4.2,48,23.0,0.88,0.8364
11.83,15,2.8,0.48,0.5749
32.28,51,25.4,0.37,0.6752
2.92,69,2.1,0.37,0.7893
18.91,28,13.7,0.26,0.6234
2.55,11,12.9,0.27,0.695
14.07,33,42.1,0.75,0.7783
52.54,14,28.3,0.2,0.5938
39.27,25,45.1,0.53,0.6943
69.45,126,22.8,0.56,0.6725
38.24,8,29.2,0.33,0.5602
60.12,14,38.5,0.18,0.4363
71.07,59,36.1,0.51,0.6606
2.08,44,1.6,0.44,0.8483
54.49,123,38.3,0.82,0.8067
2.73,13,32.2,0.72,0.6954
24.52,10,17.2,0.35,0.5373
21.59,13,17.5,0.27,0.6779
3.18,63,6.5,0.79,0.8218
30.86,29,21.9,0.39,0.588
47.24,77,4.7,0.78,0.6344
3.94,17,14.0,0.27,0.704
19.36,8,39.9,0.47,0.5659
6.07,80,1.4,0.36,0.7135
1.78,67,35.6,0.53,0.8162
10.06,10,14.6,0.68,0.6946
0.68,55,35.0,0.76,0.8992
15.48,30,6.9,0.45,0.6825
28.79,18,46.0,0.1,0.5895
44.67,50,9.0,0.87,0.7457
14.97,40,4.7,0.83,0.7872
23.96,38,3.4,0.31,0.5989
7.64,22,13.4,0.46,0.6741
3.84,9,8.6,0.43,0.7042
0.62,51,1.1,0.34,0.7393
33.35,102,27.8,0.76,0.8032
35.61,29,20.0,0.47,0.6143
12.74,22,34.5,0.49,0.6805
22.92,81,47.6,0.71,0.727
59.52,35,35.1,0.55,0.6552
16.42,23,2.8,0.46,0.5828
8.46,95,46.1,0.57,0.7767
55.23,73,34.6,0.7,0.7342
35.7,32,40.5,0.85,0.7257
45.5,27,33.2,0.82,0.6762
39.77,26,36.8,0.49,0.6195
37.17,71,26.0,0.69,0.8053
8.63,29,10.0,0.44,0.6815
34.04,39,8.9,0.42,0.5453
4.28,35,41.9,0.54,0.7245
12.58,28,45.2,0.82,0.9206
3.01,52,33.7,0.5,0.7817
24.8,93,33.9,0.52,0.7648
6.98,24,26.8,0.73,0.8234
3.86,19,8.9,0.56,0.7279
11.7,30,22.1,0.49,0.7238
40.02,18,29.5,0.36,0.5865
2.32,22,31.0,0.37,0.6537
18.13,43,47.5,0.75,0.7953
41.24,20,18.3,0.16,0.5509
5.76,92,13.3,0.69,0.843
1.98,5,13.3,0.4,0.7497
14.9,19,3.4,0.59,0.6426
4.46,13,22.4,0.45,0.7623
0.55,114,41.9,0.66,0.8526
2.65,12,1.1,0.48,0.6465
0.66,83,32.1,0.59,0.7665
21.64,8,8.8,0.42,0.5929
6.98,170,18.8,0.71,0.8494
22.36,77,42.4,0.73,0.7919
28.68,31,15.7,0.58,0.7303
94.06,44,17.3,0.73,0.5828
59.19,5,16.7,0.14,0.3895
24.36,80,33.7,0.83,0.8233
57.57,53,5.0,0.73,0.5666
8.67,43,1.9,0.4,0.6972
14.7,64,29.4,0.8,0.8394
47.85,34,7.2,0.97,0.647
18.36,19,11.2,0.48,0.6046
7.47,239,40.5,0.61,0.8737
4.6,36,10.3,0.54,0.7582
23.72,24,15.5,0.51,0.7298
22.32,88,38.0,0.72,0.7964
24.85,13,28.4,0.59,0.6137
9.42,54,12.0,0.27,0.7659
24.12,94,45.9,0.85,0.8507
34.69,7,29.0,0.34,0.5371
18.72,129,20.7,0.75,0.7974
9.8,9,19.2,0.26,0.6023
3.72,46,45.6,0.58,0.7777
65.52,34,35.4,0.41,0.5158
6.5,97,35.2,0.54,0.7839
68.21,20,24.2,0.55,0.5811
10.49,32,23.1,0.46,0.6513
2.91,67,35.4,0.63,0.8636
0.55,31,20.7,0.45,0.673
6.77,19,16.3,0.14,0.6599
26.31,75,10.1,0.76,0.7472
14.97,85,17.0,0.51,0.7821
13.2,24,43.8,0.39,0.7198
4.41,47,41.8,0.7,0.7767
53.05,61,8.3,0.49,0.5253
37.5,9,34.2,0.28,0.5414
20.92,5,9.5,0.43,0.5522
21.8,97,15.3,0.54,0.7062
10.36,9,27.6,0.51,0.6733
5.83,59,18.2,0.49,0.7133
3.97,33,33.8,0.72,0.7662
35.33,59,33.7,0.42,0.6288
47.11,17,15.4,0.46,0.5941
16.64,111,27.4,0.88,0.9095
10.14,34,16.1,0.71,0.8059
8.5,51,5.4,0.56,0.6581
27.91,37,29.8,0.51,0.608
20.82,14,39.1,0.25,0.6259
12.95,8,32.9,0.38,0.7107
4.94,118,16.6,0.78,0.8238
73.62,64,36.7,0.81,0.6612
50.88,23,18.1,0.65,0.7196
32.73,40,20.3,0.41,0.6774
9.45,12,2.9,0.35,0.6135
15.12,302,5.9,0.66,0.8011
10.59,10,16.7,0.65,0.7264
5.16,26,22.4,0.35,0.6939
16.62,95,45.5,0.72,0.8715
62.91,90,36.4,0.71,0.6609
11.54,48,38.9,0.56,0.7671
19.98,88,42.2,0.73,0.7712
8.14,11,44.3,0.36,0.7044
4.54,78,14.4,0.84,0.9267
52.79,8,20.7,0.65,0.53
31.01,70,43.2,0.77,0.8165
3.75,7,13.0,0.88,0.8243
1.03,44,31.8,0.59,0.8063
5.92,119,7.7,0.91,0.8966
24.2,125,34.3,0.88,0.8473
8.95,49,43.6,0.79,0.871
6.41,38,21.3,0.21,0.7737
27.88,8,32.7,0.3,0.5003
61.3,121,2.6,0.78,0.5385
21.52,60,27.0,0.7,0.6624
25.72,46,13.8,0.83,0.8135
4.64,28,36.4,0.3,0.6307
18.2,72,2.1,0.74,0.6701
0.58,25,6.9,0.4,0.7175
41.27,133,20.4,0.77,0.7802
12.28,32,1.5,0.73,0.6342
23.17,29,9.4,0.36,0.5099
32.32,15,37.5,0.14,0.5339
66.59,54,36.6,0.21,0.613
84.17,102,40.7,0.94,0.6766
1.94,34,27.6,0.79,0.8346
1.04,26,47.0,0.46,0.7389
0.94,75,20.4,0.68,0.778
25.04,12,46.7,0.5,0.5995
1.29,5,47.8,0.27,0.6034
14.5,17,26.6,0.71,0.6424
37.42,24,26.0,0.36,0.5277
5.1,20,28.6,0.15,0.6153
12.31,70,3.4,0.64,0.7365
9.99,32,20.8,0.83,0.8719
7.85,29,4.5,0.67,0.7612
9.92,128,46.1,0.89,0.8405
12.32,22,14.8,0.53,0.7557
48.54,13,47.3,0.52,0.4916
5.8,175,5.9,0.68,0.8087
25.74,34,19.2,0.59,0.6883
13.98,120,40.1,0.83,0.8737
14.35,214,1.8,0.85,0.8902
6.33,38,26.2,0.74,0.8447
16.4,127,21.2,0.87,0.9125
10.09,55,29.9,0.53,0.7505
23.12,70,21.1,0.24,0.7053
8.09,124,13.3,0.97,0.8712
21.42,11,7.0,0.32,0.5999
3.91,29,34.6,0.73,0.769
0.98,11,24.1,0.45,0.6172
12.7,16,47.1,0.3,0.7027
27.48,12,41.4,0.27,0.5413
27.88,9,5.4,0.38,0.5256
17.21,5,30.3,0.28,0.5866
34.54,30,23.4,0.12,0.5653
8.91,10,36.6,0.28,0.6387
11.91,46,17.8,0.67,0.7535
20.38,31,16.0,0.72,0.8126
18.28,128,21.9,0.8,0.8279
6.23,102,12.7,0.64,0.8712
8.98,66,20.1,0.95,0.8428
15.7,64,30.8,0.45,0.8518
9.92,119,28.8,0.73,0.8459
25.85,30,36.7,0.65,0.7431
37.79,117,35.3,0.83,0.8626
100.0,29,34.8,0.6,0.5767
9.41,34,47.1,0.85,0.7546
6.97,85,31.2,0.52,0.8017
10.28,120,24.7,0.86,0.903
30.99,10,22.1,0.13,0.6091
3.99,72,19.5,0.75,0.7979
30.54,15,34.7,0.42,0.5544
49.53,9,16.8,0.31,0.5284
6.54,56,33.0,0.57,0.8616
55.83,50,26.1,0.84,0.6639
13.88,16,25.1,0.56,0.6825
12.48,201,14.8,0.74,0.9484
12.7,6,13.7,0.42,0.6269
9.36,8,40.3,0.17,0.6484
2.78,98,38.1,0.88,0.8998
20.92,12,17.5,0.32,0.7042
0.71,32,42.7,0.81,0.875
43.6,27,26.6,0.46,0.5237
100.0,13,39.8,0.39,0.4992
28.0,47,18.5,0.67,0.6979
1.87,74,32.7,0.77,0.8643
31.05,17,2.3,0.54,0.506
6.76,46,36.4,0.64,0.7767
1.34,83,23.5,0.85,0.9593
5.52,161,20.7,0.88,0.9915
22.61,26,8.8,0.66,0.7473
8.57,87,17.4,0.65,0.811
63.24,39,8.2,0.67,0.6024
5.28,48,44.8,0.73,0.7862
5.02,135,24.9,0.72,0.8946
14.48,24,30.4,0.35,0.6908
10.1,138,29.5,0.68,0.8679
79.35,9,43.9,0.48,0.5435
8.36,129,44.4,0.67,0.7385
14.21,118,18.2,0.7,0.825
24.37,79,3.3,0.77,0.7905
15.68,77,7.6,0.59,0.7171
1.71,125,16.7,0.86,0.8557
37.2,67,32.2,0.42,0.642
35.1,50,21.0,0.92,0.7557
17.44,13,16.5,0.16,0.5971
11.92,57,3.3,0.5,0.6957
1.74,17,39.4,0.52,0.7565
50.4,16,43.6,0.22,0.5143
12.68,39,18.6,0.84,0.8887
81.09,14,38.3,0.52,0.593
3.16,135,47.4,0.9,0.9937
64.25,12,4.5,0.46,0.5378
3.89,130,25.3,0.44,0.8125
57.56,14,10.3,0.25,0.4422
8.91,22,42.5,0.67,0.7779
20.46,29,5.6,0.39,0.5836
11.97,47,43.2,0.47,0.7318
20.95,64,23.3,0.8,0.7713
18.42,20,7.3,0.54,0.7495
33.55,20,31.5,0.31,0.5352
19.84,25,20.7,0.28,0.6586
100.0,16,44.0,0.43,0.4848
3.78,14,1.8,0.41,0.7254
11.62,32,17.1,0.46,0.7419
10.75,82,8.3,0.52,0.7984
14.74,12,18.5,0.17,0.5783
6.87,88,23.7,0.65,0.8575
16.1,183,13.0,0.87,0.9327
2.98,150,26.0,0.91,0.883
13.82,7,40.8,0.26,0.5955
15.57,11,43.7,0.11,0.5694
4.45,98,3.4,0.41,0.7268
1.44,7,34.0,0.62,0.6865
19.67,113,11.9,0.76,0.8251
27.15,49,47.2,0.77,0.7836
3.89,6,11.6,0.7,0.707
85.31,74,13.2,0.76,0.5643
11.73,23,13.6,0.59,0.7334
24.34,136,10.3,0.66,0.7282
65.57,24,13.2,0.87,0.6649
4.18,67,46.9,0.6,0.8153
9.28,140,16.6,0.81,0.8583
40.63,25,21.0,0.64,0.6037
6.43,47,16.5,0.46,0.7037
42.34,129,11.6,0.87,0.7403
38.28,30,26.9,0.46,0.5811
16.29,131,29.8,0.69,0.8184
12.87,14,40.4,0.59,0.7332
27.1,110,10.7,0.87,0.768
5.59,97,26.5,0.58,0.8389
3.04,48,32.9,0.79,0.8543
4.74,82,6.7,0.5,0.7342
4.02,74,45.8,0.73,0.853
44.6,79,12.7,0.63,0.6083
43.8,9,47.7,0.71,0.7106
45.48,8,25.0,0.35,0.4983
14.04,15,10.3,0.61,0.7595
38.43,117,30.3,0.9,0.7769
59.09,21,5.7,0.32,0.4161
2.85,52,46.4,0.75,0.8915
12.79,38,1.4,0.84,0.7881
42.91,6,10.0,0.8,0.5405
